maximum number of tiles in grid [#],GLOBE size [B],GLOBE+GSHHG size [B],GLOBE+NE size [B],GSHHG size [B],NE size [B],"OS Terrain 50" size [B],total size [B]
23471,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23472,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23473,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23474,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23475,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23476,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23477,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23478,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23479,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23480,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23481,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23482,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23483,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23484,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23485,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23486,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23487,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23488,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23489,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23490,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23491,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23492,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23493,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23494,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23495,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23496,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23497,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23498,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23499,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23500,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23501,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23502,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23503,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23504,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23505,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23506,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23507,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23508,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23509,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23510,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23511,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23512,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23513,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23514,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23515,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23516,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23517,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23518,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23519,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23520,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23521,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23522,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23523,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23524,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23525,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23526,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23527,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23528,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23529,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23530,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23531,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23532,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23533,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23534,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23535,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23536,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23537,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23538,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23539,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23540,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23541,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23542,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23543,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23544,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23545,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23546,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23547,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23548,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23549,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23550,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23551,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23552,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23553,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23554,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23555,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23556,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23557,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23558,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23559,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23560,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23561,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23562,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23563,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23564,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23565,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23566,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23567,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23568,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23569,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23570,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23571,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23572,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23573,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23574,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23575,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23576,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23577,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23578,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23579,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23580,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23581,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23582,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23583,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23584,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23585,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23586,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23587,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23588,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23589,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23590,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23591,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23592,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23593,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23594,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23595,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23596,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23597,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23598,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23599,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23600,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23601,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23602,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23603,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23604,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23605,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23606,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23607,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23608,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23609,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23610,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23611,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23612,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23613,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23614,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23615,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23616,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23617,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23618,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23619,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23620,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23621,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23622,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23623,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23624,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23625,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23626,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23627,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23628,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23629,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23630,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23631,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23632,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23633,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23634,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23635,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23636,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23637,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23638,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23639,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23640,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23641,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23642,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23643,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23644,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23645,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23646,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23647,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23648,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23649,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23650,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23651,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23652,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23653,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23654,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23655,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23656,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23657,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23658,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23659,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23660,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23661,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23662,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23663,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23664,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23665,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23666,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23667,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23668,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23669,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23670,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23671,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23672,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23673,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23674,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23675,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23676,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23677,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23678,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23679,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23680,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23681,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23682,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23683,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23684,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23685,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23686,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23687,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23688,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23689,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23690,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23691,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23692,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23693,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23694,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23695,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23696,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23697,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23698,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23699,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23700,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23701,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23702,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23703,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23704,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23705,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23706,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23707,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23708,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23709,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23710,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23711,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23712,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23713,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23714,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23715,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23716,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23717,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23718,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23719,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23720,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23721,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23722,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23723,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23724,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23725,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23726,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23727,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23728,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23729,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23730,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23731,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23732,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23733,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23734,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23735,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23736,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23737,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23738,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23739,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23740,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23741,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23742,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23743,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23744,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23745,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23746,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23747,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23748,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23749,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23750,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23751,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23752,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23753,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23754,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23755,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23756,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23757,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23758,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23759,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23760,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23761,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23762,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23763,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23764,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23765,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23766,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23767,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23768,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23769,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23770,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23771,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23772,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23773,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23774,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23775,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23776,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23777,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23778,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23779,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23780,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23781,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23782,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23783,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23784,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23785,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23786,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23787,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23788,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23789,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23790,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23791,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23792,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23793,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23794,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23795,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23796,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23797,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23798,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23799,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23800,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23801,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23802,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23803,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23804,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23805,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23806,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23807,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23808,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23809,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23810,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23811,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23812,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23813,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23814,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23815,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23816,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23817,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23818,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23819,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23820,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23821,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23822,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23823,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23824,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23825,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23826,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23827,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23828,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23829,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23830,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23831,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23832,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23833,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23834,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23835,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23836,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23837,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23838,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23839,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23840,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23841,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23842,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23843,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23844,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23845,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23846,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23847,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23848,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23849,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23850,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23851,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23852,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23853,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23854,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23855,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23856,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23857,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23858,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23859,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23860,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23861,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23862,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23863,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23864,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23865,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23866,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23867,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23868,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23869,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23870,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23871,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23872,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23873,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23874,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23875,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23876,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23877,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23878,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23879,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23880,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23881,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23882,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23883,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23884,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23885,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23886,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23887,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23888,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23889,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23890,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23891,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
