maximum number of tiles in grid [#],GLOBE size [B],GLOBE+GSHHG size [B],GLOBE+NE size [B],GSHHG size [B],NE size [B],"OS Terrain 50" size [B],total size [B]
14754,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14755,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14756,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14757,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14758,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14759,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14760,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14761,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14762,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14763,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14764,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14765,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14766,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14767,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14768,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14769,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14770,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14771,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14772,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14773,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14774,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14775,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14776,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14777,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14778,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14779,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14780,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14781,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14782,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14783,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14784,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14785,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14786,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14787,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14788,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14789,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14790,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14791,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14792,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14793,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14794,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14795,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14796,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14797,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14798,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14799,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14800,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14801,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14802,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14803,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14804,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14805,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14806,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14807,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14808,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14809,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14810,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14811,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14812,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14813,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14814,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14815,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14816,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14817,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14818,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14819,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14820,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14821,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14822,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14823,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14824,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14825,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14826,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14827,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14828,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14829,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14830,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14831,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14832,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14833,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14834,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14835,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14836,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14837,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14838,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14839,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14840,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14841,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14842,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14843,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14844,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14845,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14846,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14847,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14848,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14849,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14850,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14851,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14852,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14853,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14854,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14855,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14856,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14857,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14858,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14859,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14860,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14861,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14862,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14863,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14864,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14865,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14866,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14867,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14868,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14869,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14870,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14871,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14872,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14873,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14874,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14875,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14876,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14877,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14878,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14879,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14880,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14881,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14882,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14883,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14884,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14885,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14886,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14887,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14888,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14889,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14890,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14891,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14892,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14893,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14894,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14895,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14896,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14897,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14898,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14899,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14900,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14901,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14902,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14903,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14904,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14905,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14906,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14907,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14908,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14909,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14910,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14911,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14912,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14913,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14914,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14915,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14916,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14917,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14918,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14919,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14920,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14921,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14922,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14923,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14924,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
14925,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
